Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
9169,Until allow responsibility according American bag.,2025-01-20,2025-01-27,8.55,Feature,Low,Support,U09
9170,Product figure shake term strategy.,2025-03-10,2025-03-12,8.14,Improvement,Medium,Admin,U06
9171,Similar him dog tend before religious.,2025-01-01,2025-01-03,8.75,Improvement,High,Admin,U05
9172,Machine management big.,2025-02-21,2025-02-23,4.83,Bug,Medium,Support,U04
9173,Ahead both room hold.,2025-02-09,2025-02-16,1.39,Improvement,Medium,Technical,U01
9174,Rule mouth attention.,2025-03-22,2025-03-29,2.07,Bug,Low,Research,U01
9175,Region turn picture question national pressure respond.,2025-03-15,2025-03-20,4.41,Bug,Low,Admin,U02
9176,Probably half share court hundred lawyer.,2025-01-01,2025-01-02,6.28,Bug,Medium,Research,U04
9177,Almost same manage writer.,2025-01-07,2025-01-12,7.79,Feature,Low,Technical,U07
9178,South cup art pretty staff.,2025-02-25,2025-03-04,5.49,Improvement,Low,Admin,U07
9179,Time yeah fall.,2025-01-18,2025-01-19,3.4,Improvement,Medium,Research,U05
9180,Yet Congress positive.,2025-05-02,2025-05-10,3.99,Bug,Low,Research,U09
9181,Allow movement government hope.,2025-01-08,2025-01-09,9.01,Bug,Medium,Admin,U09
9182,Kid quite across effect who.,2025-04-20,2025-04-30,7.54,Bug,High,Research,U03
9183,Tree hard daughter.,2025-05-06,2025-05-07,6.75,Improvement,High,Research,U01
9184,Fire range walk.,2025-02-08,2025-02-11,3.0,Bug,High,Admin,U06
9185,Cover never five several.,2025-04-16,2025-04-26,8.83,Improvement,Low,Admin,U05
9186,Theory close improve board fact science thousand.,2025-03-23,2025-04-01,3.28,Improvement,High,Admin,U08
9187,Many those news series education available serve evidence.,2025-04-27,2025-05-01,2.5,Improvement,Medium,Admin,U09
9188,Me contain cause system move inside fast positive.,2025-04-15,2025-04-23,1.16,Improvement,Low,Technical,U10
9189,They class if glass everything.,2025-01-29,2025-02-04,7.12,Improvement,High,Support,U03
9190,Small any may movie course.,2025-01-03,2025-01-13,4.62,Bug,High,Technical,U07
9191,Well ever realize public.,2025-01-19,2025-01-22,7.76,Improvement,Low,Technical,U06
9192,Across scene baby couple job economic work.,2025-04-16,2025-04-21,9.87,Improvement,Low,Admin,U03
9193,Crime could simply read toward yard.,2025-03-14,2025-03-18,8.54,Bug,High,Research,U06
9194,Evening on reach.,2025-01-15,2025-01-22,1.36,Feature,High,Support,U05
9195,Certainly later remain dinner professor.,2025-03-28,2025-03-30,3.58,Bug,Medium,Admin,U08
9196,Whole against summer often common most.,2025-04-07,2025-04-13,6.15,Bug,High,Support,U03
9197,Reflect particularly city white.,2025-01-09,2025-01-14,9.28,Feature,Low,Research,U05
9198,Other role low sea decision so relate.,2025-03-16,2025-03-24,5.54,Feature,High,Research,U06
9199,Meeting charge have heavy color lawyer response policy.,2025-04-22,2025-05-02,3.39,Bug,High,Support,U05
9200,Half pull product.,2025-02-14,2025-02-18,7.38,Bug,High,Technical,U01
9201,Husband answer himself score month.,2025-02-03,2025-02-06,5.99,Feature,High,Admin,U03
9202,I foreign once movie put condition ago.,2025-01-23,2025-01-30,3.97,Improvement,High,Research,U01
9203,Out miss price agree.,2025-03-27,2025-04-01,1.96,Feature,Medium,Support,U01
9204,Wrong score especially population occur size before.,2025-02-19,2025-02-23,3.82,Improvement,Low,Support,U01
9205,Billion form hotel cell.,2025-04-21,2025-04-27,7.07,Feature,Medium,Support,U06
9206,Enough success although anything under.,2025-04-01,2025-04-02,4.95,Feature,Low,Technical,U09
9207,Popular build skill note place protect natural cut.,2025-04-26,2025-04-28,8.05,Bug,Medium,Admin,U03
9208,Scene there cultural well large.,2025-05-09,2025-05-18,2.25,Bug,High,Research,U08
9209,Quite level occur hand song rise tree.,2025-03-20,2025-03-29,3.15,Bug,Low,Research,U09
9210,Human loss region product baby now.,2025-04-30,2025-05-06,3.34,Bug,Low,Admin,U01
9211,View someone nature take skill.,2025-03-01,2025-03-06,3.34,Improvement,Low,Research,U04
9212,Five knowledge side.,2025-01-04,2025-01-06,8.02,Feature,Medium,Technical,U05
9213,Play usually mention director improve.,2025-05-04,2025-05-05,1.78,Feature,Medium,Research,U09
9214,Child but bit part customer million at.,2025-04-28,2025-05-03,4.85,Bug,High,Admin,U09
9215,Student value gas.,2025-05-07,2025-05-11,9.94,Improvement,High,Research,U02
9216,Development positive material draw field star.,2025-01-14,2025-01-22,3.93,Improvement,Low,Technical,U07
9217,Often fish history deep others.,2025-04-17,2025-04-26,3.29,Bug,Low,Research,U03
9218,Give nice experience.,2025-04-09,2025-04-19,2.65,Improvement,Low,Technical,U08
9219,Of international effort new against.,2025-02-26,2025-03-02,6.9,Feature,Medium,Technical,U04
9220,Of public interesting raise.,2025-02-18,2025-02-20,4.23,Bug,Medium,Technical,U08
9221,Place page husband put ability decide.,2025-03-15,2025-03-21,6.03,Feature,High,Admin,U06
9222,Note determine camera task.,2025-02-23,2025-02-26,1.24,Bug,High,Research,U05
9223,Information wrong you dinner organization.,2025-05-02,2025-05-05,3.51,Feature,High,Technical,U02
9224,Thought prepare term always fight.,2025-02-04,2025-02-05,8.27,Improvement,Low,Research,U08
9225,Practice training like season each world.,2025-02-04,2025-02-11,1.48,Improvement,Medium,Technical,U07
9226,Cost professor commercial.,2025-02-18,2025-02-24,7.75,Bug,Low,Technical,U03
9227,Mention dog official physical.,2025-02-14,2025-02-21,9.22,Improvement,High,Support,U05
9228,Cost finally color talk indeed.,2025-03-14,2025-03-16,2.12,Improvement,High,Support,U07
9229,Group two this thought factor edge.,2025-01-18,2025-01-19,7.67,Feature,Low,Admin,U06
9230,Wind as decision marriage which.,2025-03-09,2025-03-19,9.17,Bug,High,Admin,U09
9231,Management apply knowledge.,2025-04-29,2025-05-07,6.13,Feature,High,Support,U04
9232,Go so night community condition.,2025-04-17,2025-04-22,1.86,Feature,Medium,Technical,U01
9233,Fish take whole friend probably out talk.,2025-05-07,2025-05-13,2.55,Improvement,Low,Support,U05
9234,Stuff which beautiful back safe chair will.,2025-04-25,2025-05-03,3.93,Improvement,Medium,Technical,U01
9235,Pay none space economy account attention.,2025-03-12,2025-03-14,9.51,Feature,Medium,Research,U09
9236,Brother may he wife able.,2025-02-27,2025-03-06,6.31,Feature,High,Support,U04
9237,Should four particularly air Mrs sometimes.,2025-04-01,2025-04-06,7.54,Improvement,High,Technical,U02
9238,Hard tax government movie.,2025-01-05,2025-01-06,6.89,Feature,Low,Research,U02
9239,Where movement future notice soldier.,2025-02-08,2025-02-09,5.69,Improvement,Medium,Research,U04
9240,Idea factor understand teacher toward figure.,2025-01-17,2025-01-19,7.19,Feature,High,Admin,U10
9241,Teach identify poor piece election.,2025-01-13,2025-01-14,5.22,Feature,High,Research,U08
9242,Market present also.,2025-03-01,2025-03-08,5.58,Feature,High,Support,U07
9243,State man follow condition address.,2025-02-25,2025-03-02,3.26,Feature,High,Admin,U01
9244,American loss test word.,2025-04-18,2025-04-27,5.64,Feature,High,Technical,U08
9245,Listen too item trade money.,2025-01-08,2025-01-15,2.63,Improvement,High,Research,U08
9246,Around bank very police protect everybody.,2025-03-24,2025-03-27,8.3,Feature,Low,Admin,U06
9247,Republican clear fish you ask.,2025-02-10,2025-02-13,8.38,Feature,Low,Admin,U07
9248,Ground new majority risk movie note order.,2025-01-06,2025-01-15,2.23,Improvement,High,Support,U09
9249,Report idea report worker economic film.,2025-01-25,2025-01-30,8.67,Bug,Medium,Support,U07
9250,Ready hold practice man stop wall.,2025-04-13,2025-04-22,6.93,Improvement,Medium,Admin,U01
9251,Her public use soldier.,2025-05-11,2025-05-19,8.76,Feature,Low,Support,U04
9252,Prevent yes how.,2025-04-11,2025-04-16,5.32,Bug,High,Support,U02
9253,Interesting point federal field policy ahead ground lose.,2025-04-05,2025-04-14,4.32,Improvement,Low,Research,U01
9254,Leave concern late yet carry.,2025-03-20,2025-03-21,5.37,Bug,Medium,Research,U02
9255,Chair war the central particularly budget.,2025-04-07,2025-04-14,5.16,Bug,Medium,Admin,U09
9256,Investment rich upon between need.,2025-03-15,2025-03-17,2.79,Bug,Medium,Admin,U04
9257,Detail change space last.,2025-02-06,2025-02-10,9.64,Bug,Low,Technical,U09
9258,Perform bad almost deep small investment have billion.,2025-02-18,2025-02-23,4.19,Feature,Low,Technical,U05
9259,While figure man civil political themselves.,2025-02-20,2025-02-28,3.81,Feature,Medium,Research,U05
9260,Then color until decide stock.,2025-01-22,2025-02-01,1.72,Bug,Medium,Research,U07
9261,Not hotel center beautiful.,2025-01-17,2025-01-24,6.24,Feature,High,Support,U07
9262,Service fall can red policy song.,2025-03-23,2025-03-24,5.81,Feature,High,Admin,U09
9263,Individual present feeling environment girl choice leg.,2025-05-11,2025-05-14,6.65,Bug,Medium,Support,U04
9264,Rule always station expert enjoy dark Congress.,2025-05-08,2025-05-16,3.05,Bug,Medium,Support,U10
9265,Wind through relationship spring wish member far.,2025-01-16,2025-01-24,6.2,Bug,Low,Technical,U10
9266,Clear mother a simply.,2025-04-24,2025-04-27,7.01,Bug,High,Technical,U10
9267,Week cell she summer right subject.,2025-04-18,2025-04-26,1.34,Improvement,Medium,Research,U04
9268,From too administration now add.,2025-05-10,2025-05-20,7.94,Bug,Low,Technical,U03
9269,Here where adult color energy enough.,2025-02-18,2025-02-26,8.27,Improvement,Medium,Admin,U10
9270,Couple what remain system treat take exactly.,2025-02-10,2025-02-17,6.9,Feature,Low,Technical,U03
9271,May the type available.,2025-05-11,2025-05-12,6.22,Feature,Medium,Support,U03
9272,Perform hope shoulder become.,2025-02-04,2025-02-08,5.62,Improvement,Low,Research,U07
9273,Heart night his before.,2025-01-21,2025-01-28,1.51,Feature,Low,Technical,U03
9274,Author plant TV for source character doctor.,2025-01-02,2025-01-10,3.06,Bug,High,Support,U05
9275,Off commercial sport happy important avoid.,2025-02-11,2025-02-21,2.18,Feature,Medium,Support,U05
9276,Provide policy your good.,2025-01-28,2025-02-05,2.35,Improvement,Low,Support,U02
9277,Throughout another top.,2025-04-08,2025-04-09,4.72,Feature,Medium,Support,U04
9278,Friend message full wall put these southern.,2025-03-20,2025-03-23,7.99,Feature,Low,Support,U05
9279,Order present material option.,2025-02-19,2025-02-25,8.45,Improvement,High,Admin,U02
9280,Brother environmental surface beyond daughter provide.,2025-01-20,2025-01-23,5.84,Improvement,Low,Research,U02
9281,Mother campaign boy could like.,2025-03-17,2025-03-21,3.05,Bug,Low,Research,U06
9282,Kitchen action information politics number occur.,2025-02-02,2025-02-08,9.43,Bug,Low,Support,U10
9283,Section report generation nice lawyer.,2025-02-01,2025-02-07,8.49,Bug,Medium,Research,U07
9284,Would fine eight right son.,2025-02-08,2025-02-13,3.38,Bug,High,Support,U09
9285,Common foreign perhaps force trip exist official.,2025-05-05,2025-05-08,5.48,Improvement,Medium,Admin,U05
9286,Determine foot successful and.,2025-05-06,2025-05-11,6.69,Bug,High,Admin,U05
9287,Nature similar particularly win whether debate federal.,2025-04-12,2025-04-21,9.23,Bug,High,Admin,U10
9288,Not situation hospital really card dream.,2025-04-23,2025-04-27,7.72,Feature,Low,Technical,U06
9289,Former television answer already because everything street.,2025-01-11,2025-01-21,2.65,Feature,High,Support,U01
9290,Positive argue born hospital across Republican grow bring.,2025-04-30,2025-05-02,7.72,Bug,Low,Support,U08
9291,Sing attention same.,2025-05-06,2025-05-09,5.31,Improvement,Medium,Support,U02
9292,Case well long by.,2025-04-02,2025-04-04,6.5,Feature,High,Research,U01
9293,Environmental nation run issue onto.,2025-05-03,2025-05-13,5.89,Improvement,High,Support,U01
9294,Information war see week each name.,2025-02-22,2025-03-03,6.65,Bug,Medium,Research,U09
9295,Air enough fear usually boy person.,2025-01-28,2025-01-29,4.95,Feature,Low,Research,U04
9296,I food eight safe human down plant.,2025-04-06,2025-04-09,6.07,Bug,Medium,Technical,U02
9297,Man hour something assume reveal.,2025-04-08,2025-04-16,4.05,Bug,High,Admin,U10
9298,Anyone street try.,2025-03-28,2025-03-30,5.49,Feature,Medium,Support,U05
9299,Show she word tough civil be.,2025-02-08,2025-02-13,3.52,Bug,High,Support,U09
9300,After just door low purpose mouth commercial.,2025-04-09,2025-04-19,7.86,Feature,Medium,Research,U08
9301,Ground benefit red role project base.,2025-01-04,2025-01-08,1.59,Bug,High,Support,U08
9302,Government stock body notice.,2025-01-24,2025-01-30,3.96,Bug,Low,Support,U07
9303,Cost sea one office green feeling drive.,2025-03-11,2025-03-14,7.55,Improvement,High,Admin,U04
9304,Behind president personal nearly speak or.,2025-01-21,2025-01-27,5.97,Improvement,Medium,Research,U06
9305,Your already PM board whose central.,2025-04-15,2025-04-24,3.99,Bug,Medium,Technical,U04
9306,Great watch pattern media for lose get.,2025-04-30,2025-05-08,6.49,Improvement,High,Technical,U04
9307,What special wait make.,2025-04-17,2025-04-27,8.01,Bug,Medium,Technical,U04
9308,Apply arrive worker brother.,2025-03-30,2025-04-04,3.51,Improvement,High,Admin,U03
9309,Close future arm wonder candidate rest investment.,2025-03-16,2025-03-25,6.12,Feature,Low,Admin,U04
9310,Also cost fear let hair us hour foot.,2025-03-11,2025-03-20,3.88,Improvement,Medium,Support,U08
9311,Also know reason feel cut option nature.,2025-05-12,2025-05-18,4.26,Feature,High,Support,U10
9312,Up pay wear later answer.,2025-01-16,2025-01-22,7.59,Improvement,High,Technical,U10
9313,Author woman trial the little price.,2025-03-09,2025-03-15,1.61,Bug,High,Research,U10
9314,Reveal natural race media power that catch.,2025-04-23,2025-04-24,9.64,Bug,High,Admin,U06
9315,Pay for doctor so rate Republican.,2025-01-10,2025-01-15,7.37,Improvement,Medium,Research,U04
9316,Its audience reveal.,2025-01-10,2025-01-20,9.94,Improvement,High,Research,U08
9317,Effort term true method.,2025-05-09,2025-05-15,8.77,Feature,Medium,Support,U02
9318,Change find need month assume race.,2025-05-08,2025-05-16,1.83,Bug,Medium,Support,U08
9319,Follow pick trial hand.,2025-05-10,2025-05-16,5.29,Improvement,High,Technical,U03
9320,Night forward free really central production.,2025-04-23,2025-04-30,5.23,Feature,High,Support,U08
9321,Including plan yet stock people since section.,2025-04-13,2025-04-16,8.55,Feature,Low,Support,U05
9322,Value note national door article.,2025-01-27,2025-01-31,5.17,Bug,High,Technical,U05
9323,Certain someone change three vote.,2025-04-27,2025-04-30,2.63,Improvement,Low,Technical,U03
9324,Yeah someone green go the forget.,2025-04-30,2025-05-07,2.96,Feature,High,Admin,U05
9325,Late far area thus stay.,2025-01-12,2025-01-14,2.63,Improvement,Medium,Support,U06
9326,Often door itself again structure such.,2025-05-11,2025-05-21,5.36,Feature,Medium,Technical,U08
9327,Quickly great soon or day forward true.,2025-04-22,2025-04-30,4.96,Bug,High,Technical,U01
9328,Ground piece property end become born small deep.,2025-01-02,2025-01-06,9.33,Feature,High,Admin,U06
9329,Happen friend election consider on almost.,2025-02-05,2025-02-11,7.82,Bug,Low,Admin,U07
9330,Hour listen hotel newspaper mission choice.,2025-01-08,2025-01-17,1.26,Bug,High,Support,U04
9331,Perform phone ask ten subject drive.,2025-02-11,2025-02-14,9.36,Improvement,Medium,Research,U08
9332,Organization system executive no eight cost.,2025-05-10,2025-05-15,5.53,Improvement,High,Admin,U10
9333,Record rather bank appear poor.,2025-03-09,2025-03-10,2.84,Improvement,Medium,Technical,U10
9334,List public painting.,2025-03-13,2025-03-16,9.19,Improvement,Medium,Admin,U08
9335,Cover culture station since economy.,2025-01-20,2025-01-28,1.2,Feature,Medium,Technical,U03
9336,Leg structure memory sound life choose step.,2025-03-16,2025-03-23,4.15,Bug,High,Support,U09
9337,Build rest body.,2025-04-14,2025-04-18,5.02,Improvement,Low,Research,U04
9338,Hand weight specific tonight develop strong behind.,2025-04-02,2025-04-12,6.98,Bug,Low,Support,U01
9339,Care southern challenge budget.,2025-03-29,2025-04-01,2.91,Improvement,Medium,Support,U08
9340,Politics something when sell moment economy thing.,2025-02-20,2025-02-22,3.96,Bug,Low,Admin,U09
9341,Dream customer individual fact lawyer next wind.,2025-01-09,2025-01-13,8.89,Feature,Low,Research,U07
9342,Line those your coach see.,2025-03-27,2025-04-05,9.32,Feature,High,Support,U04
9343,Top rise decision four sing take.,2025-01-25,2025-02-04,5.7,Feature,Medium,Technical,U06
9344,Expect stuff life box.,2025-02-22,2025-03-03,8.96,Bug,High,Admin,U01
9345,Ability road early way exactly probably.,2025-03-20,2025-03-22,4.02,Feature,High,Technical,U05
9346,Still current bag ask throw.,2025-01-04,2025-01-09,3.34,Feature,Medium,Admin,U01
9347,Author enjoy dog record.,2025-04-26,2025-05-01,8.02,Feature,Medium,Support,U07
9348,Late easy ground game agree young find.,2025-01-16,2025-01-22,7.83,Improvement,High,Research,U05
9349,Summer reach political can lawyer kid.,2025-03-13,2025-03-16,9.48,Feature,High,Technical,U03
9350,Already language push issue election.,2025-03-15,2025-03-23,7.53,Improvement,High,Research,U10
9351,Trial source peace parent ask yes leave authority.,2025-01-08,2025-01-11,3.31,Feature,Medium,Admin,U10
9352,Throw year read know ability should.,2025-01-11,2025-01-21,6.89,Feature,High,Admin,U01
9353,Onto opportunity yes.,2025-01-27,2025-01-28,2.63,Improvement,Low,Admin,U04
9354,Political minute list into they assume move.,2025-04-29,2025-04-30,1.29,Bug,High,Admin,U10
9355,Day expect role management say chair.,2025-03-28,2025-04-05,8.52,Bug,Medium,Technical,U05
9356,Food want drive care eight surface class.,2025-02-14,2025-02-20,6.15,Improvement,Low,Research,U01
9357,Through talk thus.,2025-02-05,2025-02-06,4.15,Improvement,High,Technical,U03
9358,Reveal member seven table population.,2025-03-22,2025-04-01,2.05,Bug,Low,Research,U10
9359,Card religious hundred.,2025-03-09,2025-03-13,6.43,Bug,High,Support,U01
9360,Scientist see figure very TV measure enough.,2025-02-24,2025-02-25,2.46,Bug,Low,Admin,U08
9361,We bad several environmental.,2025-02-05,2025-02-09,3.5,Improvement,High,Research,U04
9362,About social type billion surface film movement music.,2025-02-03,2025-02-06,9.91,Bug,Low,Research,U02
9363,Example method anything baby second.,2025-04-01,2025-04-09,2.34,Bug,Low,Support,U05
9364,Letter meet result together.,2025-02-18,2025-02-25,2.41,Feature,High,Technical,U10
9365,Church age expect argue.,2025-03-20,2025-03-23,5.3,Bug,High,Technical,U03
9366,Final just really time.,2025-03-07,2025-03-14,6.04,Improvement,Medium,Support,U01
9367,Adult ball should apply remember whole.,2025-02-19,2025-02-22,7.84,Bug,High,Technical,U06
9368,Today director citizen carry window garden anyone.,2025-01-09,2025-01-15,2.63,Improvement,High,Admin,U01
9369,She entire race around Mrs economic.,2025-01-20,2025-01-23,8.96,Improvement,Low,Admin,U09
9370,Ahead young television reach start.,2025-01-29,2025-01-31,6.77,Bug,Low,Research,U08
9371,Movie produce arrive Republican local.,2025-03-08,2025-03-17,6.62,Feature,Medium,Support,U06
9372,Seek above vote government front attorney stage.,2025-03-15,2025-03-19,8.38,Feature,High,Technical,U04
9373,Expect even professor could idea face.,2025-03-16,2025-03-26,9.7,Feature,Medium,Technical,U10
9374,Whole join energy.,2025-01-04,2025-01-14,6.8,Bug,Medium,Technical,U04
9375,Represent wear finish military buy cover.,2025-04-12,2025-04-14,1.24,Bug,Low,Support,U05
9376,Him eight list audience.,2025-03-12,2025-03-17,5.92,Feature,Medium,Technical,U07
9377,Various card lay capital wish present budget.,2025-02-21,2025-02-22,3.5,Feature,Medium,Research,U10
9378,Answer hundred resource serve allow.,2025-03-17,2025-03-22,5.47,Improvement,High,Admin,U07
9379,Arm create right political cost.,2025-03-21,2025-03-27,8.3,Improvement,High,Admin,U05
9380,Through relate try owner money industry.,2025-01-06,2025-01-09,2.82,Improvement,Medium,Research,U08
9381,So save adult challenge office.,2025-01-01,2025-01-11,3.72,Feature,Low,Technical,U03
9382,Pattern include military move investment.,2025-02-02,2025-02-05,4.56,Feature,High,Support,U06
9383,Possible before explain forget hard reflect.,2025-05-04,2025-05-14,4.66,Feature,Medium,Technical,U04
9384,Former other difference move study.,2025-04-28,2025-05-03,7.46,Bug,High,Technical,U08
9385,Age buy maybe prevent condition share him.,2025-01-06,2025-01-07,6.26,Feature,High,Support,U10
9386,Station poor nor foot foreign even risk.,2025-02-06,2025-02-13,1.31,Feature,High,Admin,U04
9387,Physical change involve try.,2025-04-29,2025-05-09,6.67,Feature,Low,Support,U05
9388,Practice public be begin.,2025-04-18,2025-04-25,7.11,Bug,Medium,Support,U03
9389,Affect spend total I computer whatever study blood.,2025-03-23,2025-04-01,5.45,Bug,Medium,Admin,U02
9390,Financial foreign part where.,2025-01-17,2025-01-20,7.35,Improvement,Low,Support,U01
9391,Identify crime threat finally realize.,2025-04-30,2025-05-10,1.9,Feature,High,Technical,U05
9392,Arm read teacher both.,2025-01-24,2025-01-27,3.78,Improvement,Medium,Technical,U08
9393,Player American detail energy.,2025-03-13,2025-03-23,6.99,Bug,High,Support,U06
9394,Goal evidence collection personal.,2025-04-14,2025-04-20,5.93,Bug,High,Admin,U01
9395,Service wish entire room cost.,2025-04-24,2025-04-29,8.84,Bug,Low,Admin,U07
9396,Tv once try father.,2025-03-15,2025-03-20,1.31,Improvement,High,Research,U04
9397,Lead attack speak several.,2025-02-03,2025-02-09,2.05,Feature,Medium,Support,U09
9398,Mother box attention to.,2025-04-23,2025-04-27,4.17,Improvement,Low,Research,U01
9399,Next out market himself what.,2025-01-06,2025-01-13,4.11,Improvement,High,Research,U07
9400,Third skin cover win bring reason have.,2025-04-03,2025-04-09,8.85,Feature,Medium,Admin,U07
9401,Push ahead upon join attention building.,2025-01-23,2025-02-01,6.21,Bug,Low,Admin,U04
9402,Apply art statement future personal along recent.,2025-04-26,2025-05-02,4.93,Feature,High,Support,U03
9403,Budget bill finally huge.,2025-04-15,2025-04-16,3.74,Bug,Medium,Admin,U06
9404,Meeting ground determine three name front power.,2025-01-02,2025-01-08,4.29,Improvement,High,Technical,U04
9405,Walk statement civil just seem.,2025-01-14,2025-01-17,7.13,Feature,High,Technical,U07
9406,Part return model million order trade action recognize.,2025-02-19,2025-02-25,3.87,Bug,High,Technical,U01
9407,Operation ago nice design.,2025-03-07,2025-03-17,1.53,Improvement,Medium,Admin,U07
9408,Represent base bank success particular.,2025-02-03,2025-02-09,2.14,Feature,Low,Research,U07
9409,Management first kitchen last stop.,2025-01-21,2025-01-29,9.03,Feature,High,Technical,U04
9410,Mention collection apply rock significant.,2025-03-28,2025-04-05,7.69,Feature,High,Admin,U02
9411,Thus seat light along response chair else discuss.,2025-03-05,2025-03-10,2.15,Feature,Low,Research,U03
9412,Mention next outside war tell.,2025-05-13,2025-05-20,3.12,Improvement,Low,Support,U03
9413,Foreign first local person exist.,2025-03-18,2025-03-23,6.02,Improvement,High,Research,U03
9414,Anything beyond to allow ahead already popular.,2025-02-05,2025-02-15,5.63,Bug,High,Technical,U02
9415,Yeah reflect question yet find executive.,2025-05-06,2025-05-15,7.66,Feature,Low,Support,U06
9416,Project paper seek strategy social indeed case.,2025-01-28,2025-02-06,9.55,Improvement,High,Support,U02
9417,Meeting happen teach already.,2025-01-01,2025-01-10,1.16,Improvement,Medium,Technical,U04
9418,Compare who treatment industry.,2025-05-03,2025-05-07,6.54,Feature,High,Research,U06
9419,Present staff use be teacher operation accept true.,2025-01-23,2025-02-01,5.99,Bug,High,Admin,U01
9420,Member whatever meeting bar stock.,2025-04-10,2025-04-19,4.0,Improvement,High,Technical,U10
9421,Local price little house against fire mouth agency.,2025-01-05,2025-01-07,9.62,Bug,High,Admin,U04
9422,Relate create western onto forget recently.,2025-01-13,2025-01-20,3.71,Feature,Low,Admin,U06
9423,Nature different play positive party.,2025-04-07,2025-04-16,3.95,Feature,Low,Technical,U03
9424,Remain move focus draw issue.,2025-04-14,2025-04-15,6.23,Improvement,High,Support,U04
9425,Go old office church phone.,2025-01-03,2025-01-10,5.93,Bug,Medium,Technical,U01
9426,Hotel order enough best participant.,2025-03-22,2025-03-25,3.93,Improvement,Medium,Research,U01
9427,Attorney cup job.,2025-04-30,2025-05-07,2.12,Bug,Medium,Technical,U03
9428,Understand arrive future.,2025-04-10,2025-04-18,1.12,Improvement,Low,Support,U06
9429,Instead store young include.,2025-03-31,2025-04-01,8.94,Bug,High,Admin,U06
9430,Card prove price choose single tend.,2025-04-24,2025-05-01,5.55,Improvement,Low,Admin,U06
9431,We Democrat sport picture program agent summer.,2025-03-04,2025-03-14,1.36,Feature,Medium,Support,U01
9432,Finally participant painting son.,2025-02-27,2025-03-01,2.2,Improvement,Low,Support,U08
9433,Dog imagine trade billion.,2025-04-28,2025-05-01,6.39,Improvement,High,Admin,U05
9434,These civil often government recognize degree ask.,2025-03-24,2025-03-30,6.11,Bug,Low,Admin,U01
9435,Hundred instead nice wall quickly large.,2025-02-25,2025-03-02,9.85,Feature,High,Technical,U04
9436,Though office consider very west interview range.,2025-01-04,2025-01-14,2.66,Improvement,Low,Research,U04
9437,Thousand call also how rise space get.,2025-05-13,2025-05-22,6.83,Improvement,High,Technical,U10
9438,Member successful feel customer matter break per someone.,2025-04-07,2025-04-10,8.99,Improvement,Medium,Support,U06
9439,It scene official end however himself.,2025-02-27,2025-03-03,6.14,Feature,High,Research,U03
9440,Call second cold shake product pretty.,2025-02-12,2025-02-21,7.12,Improvement,Medium,Research,U05
9441,Agreement hundred fine certain.,2025-01-08,2025-01-18,4.03,Feature,Medium,Admin,U06
9442,Defense ahead body administration away anyone sense.,2025-04-10,2025-04-18,7.85,Feature,High,Research,U10
9443,Country agree believe run magazine society remain.,2025-01-22,2025-01-29,2.9,Feature,High,Technical,U08
9444,Send think budget rule yet else.,2025-03-09,2025-03-19,1.19,Feature,High,Technical,U07
9445,Budget loss care money song.,2025-05-09,2025-05-15,2.63,Improvement,High,Support,U10
9446,Back positive member human minute during though play.,2025-03-19,2025-03-23,7.22,Improvement,High,Technical,U03
9447,Wall threat knowledge fill trip.,2025-04-11,2025-04-12,3.86,Feature,Medium,Support,U10
9448,Understand car cut Democrat somebody own you paper.,2025-03-14,2025-03-22,7.96,Improvement,Medium,Admin,U01
9449,Benefit speech detail shake shake oil shake key.,2025-04-02,2025-04-05,6.33,Bug,Medium,Technical,U08
9450,Adult call interview could economic today.,2025-05-07,2025-05-13,7.7,Improvement,Low,Support,U03
9451,Its baby throw.,2025-05-04,2025-05-14,8.6,Improvement,High,Technical,U06
9452,Road production can its focus cell.,2025-02-03,2025-02-13,6.21,Feature,Low,Technical,U07
9453,Single laugh vote adult policy.,2025-03-12,2025-03-20,4.92,Bug,High,Admin,U05
9454,Social structure already give.,2025-02-09,2025-02-16,4.39,Bug,Medium,Technical,U09
9455,Performance make various become by anyone drug possible.,2025-04-03,2025-04-11,1.67,Bug,Medium,Research,U03
9456,Gun environmental sell wall.,2025-02-05,2025-02-09,3.79,Bug,Medium,Admin,U01
9457,Third knowledge box north special wrong knowledge.,2025-02-03,2025-02-09,7.81,Improvement,Medium,Admin,U04
9458,Admit begin name role while this happen nice.,2025-01-06,2025-01-12,8.96,Bug,Low,Support,U08
9459,South range nothing consider reduce.,2025-03-16,2025-03-18,9.67,Feature,Medium,Support,U03
9460,Election require cold expert ten while want.,2025-04-24,2025-04-27,9.73,Feature,High,Admin,U02
9461,Media face along provide group include.,2025-01-01,2025-01-10,6.02,Bug,Medium,Admin,U01
9462,Art agent property body worker open focus.,2025-04-30,2025-05-06,8.26,Improvement,Medium,Support,U03
9463,Letter realize base bit social.,2025-03-29,2025-04-03,7.82,Bug,High,Technical,U09
9464,Cover free country everything.,2025-02-21,2025-03-01,9.3,Bug,Low,Support,U10
9465,State particularly wear.,2025-03-08,2025-03-18,2.08,Feature,Low,Support,U08
9466,Structure piece artist manager item.,2025-01-27,2025-02-05,5.35,Improvement,Low,Admin,U03
